Buy,Age,Gender,Married,Children,Income,Ccard,Recent,Climate,Urban
1,37 ,1,0 ,0,674,8,0,21,1
1,43 ,0,1 ,2,674,4,0,23,1
1,42 ,1,1 ,2,567,3,1,10,1
0,38 ,1,0 ,0,453,2,1,5,1
0,43 ,0,0 ,0,513,2,0,11,1
0,44 ,0,1 ,3,660,4,1,10,1
0,58 ,0,1 ,1,674,2,0,15,1
0,37 ,1,0 ,0,723,4,0,12,1
0,51 ,0,1 ,2,464,5,2,15,0
0,37 ,1,1 ,3,536,1,0,9,1
1,47 ,1,1 ,3,579,4,0,15,1
1,31 ,1,0 ,0,671,4,0,9,1
1,55 ,0,1 ,1,730,2,0,13,0
0,52 ,1,0 ,0,526,3,0,17,0
1,38 ,1,0 ,0,655,1,1,14,0
0,45 ,1,1 ,2,720,1,0,11,1
1,34 ,0,1 ,2,784,4,1,7,1
1,44 ,1,1 ,2,659,0,0,19,1
1,42 ,1,1 ,3,719,3,1,16,1
0,37 ,1,0 ,0,526,3,1,19,1
0,45 ,0,1 ,1,672,3,0,16,1
0,48 ,1,1 ,1,834,5,0,21,1
0,31 ,1,0 ,0,407,7,0,17,1
0,,0,,0,741,1,0,17,1
0,39 ,1,1 ,2,527,2,1,13,0
0,49 ,1,1 ,3,734,3,0,12,0
1,20 ,1,0 ,0,581,3,0,18,1
0,34 ,1,0 ,0,528,4,0,14,1
0,41 ,1,1 ,1,553,5,0,16,1
0,47 ,1,0 ,0,554,2,0,19,1
0,38 ,1,0 ,0,608,3,0,19,0
0,36 ,0,0 ,0,542,5,1,15,0
0,31 ,0,0 ,0,343,0,0,14,0
0,44 ,0,1 ,2,550,3,0,16,1
0,42 ,1,0 ,0,658,3,0,13,1
0,54 ,1,0 ,0,577,8,1,15,1
0,37 ,1,0 ,0,609,4,0,10,1
0,41 ,0,1 ,0,750,0,2,16,1
1,44 ,1,0 ,0,638,4,1,16,1
0,69 ,1,1 ,3,830,0,0,12,0
1,48 ,0,1 ,1,666,3,0,12,0
0,41 ,1,0 ,0,624,5,0,10,1
0,45 ,1,1 ,2,503,2,0,17,0
1,21 ,1,0 ,0,591,3,0,23,1
0,56 ,1,1 ,1,490,3,0,7,1
0,39 ,1,0 ,0,631,2,0,17,1
0,40 ,0,0 ,0,380,7,1,14,1
1,58 ,1,1 ,1,504,4,0,7,1
0,51 ,1,0 ,0,455,1,1,8,1
0,52 ,0,1 ,0,596,1,0,16,1
0,36 ,1,0 ,0,721,0,0,16,1
1,47 ,0,1 ,1,486,4,0,13,1
1,34 ,1,0 ,0,639,5,1,9,0
1,38 ,1,1 ,2,516,4,0,14,1
1,46 ,1,1 ,2,675,0,0,11,1
0,54 ,1,1 ,0,571,4,0,17,0
1,51 ,0,1 ,1,715,1,2,16,0
0,37 ,0,0 ,0,714,3,0,13,1
1,33 ,1,0 ,0,645,1,2,16,1
0,24 ,1,0 ,0,575,3,0,15,1
0,44 ,1,1 ,2,674,2,0,15,1
0,34 ,0,0 ,0,474,2,0,21,0
0,65 ,1,1 ,1,633,1,0,15,1
1,34 ,0,0 ,0,717,6,0,16,1
0,48 ,0,0 ,0,662,3,0,14,0
0,51 ,0,0 ,0,598,3,0,16,1
0,68 ,1,1 ,2,523,6,0,9,1
0,41 ,0,1 ,1,559,5,0,20,0
0,29 ,1,0 ,0,589,2,0,19,1
0,46 ,0,1 ,2,605,3,0,16,1
0,42 ,0,1 ,2,691,3,1,21,1
1,49 ,1,1 ,2,426,1,0,12,1
0,45 ,1,1 ,3,584,8,0,25,0
0,49 ,0,1 ,1,588,7,0,19,0
0,46 ,1,1 ,2,347,3,1,19,1
0,35 ,0,0 ,0,715,4,1,18,0
1,46 ,0,1 ,3,552,5,0,19,1
0,66 ,0,1 ,1,708,3,0,13,0
0,47 ,0,0 ,0,702,5,0,14,1
0,42 ,0,1 ,3,707,2,0,17,1
1,52 ,1,1 ,1,682,5,0,18,1
1,29 ,1,0 ,0,572,3,1,11,1
0,41 ,0,1 ,2,562,5,0,15,1
1,51 ,1,1 ,3,559,1,0,21,1
0,52 ,1,1 ,0,409,6,0,7,1
0,52 ,1,1 ,1,433,1,0,26,1
1,50 ,0,1 ,1,694,2,0,15,0
1,51 ,0,1 ,1,638,4,1,26,1
1,63 ,0,1 ,2,638,1,0,18,1
0,43 ,0,1 ,0,710,3,0,18,1
0,45 ,1,1 ,1,609,4,1,11,1
1,44 ,1,1 ,3,656,8,0,14,1
0,47 ,1,1 ,1,504,4,0,19,1
0,45 ,1,0 ,0,658,1,1,19,0
1,48 ,1,1 ,1,631,1,0,22,0
0,56 ,0,0 ,0,659,4,1,13,1
0,49 ,0,0 ,0,562,3,0,13,1
1,34 ,0,0 ,0,567,2,0,14,1
0,,0,,0,713,3,1,21,1
0,67 ,1,1 ,3,487,4,1,13,0
0,41 ,1,1 ,1,654,0,0,13,1
0,22 ,1,0 ,0,574,3,0,17,1
0,33 ,1,1 ,1,721,3,0,9,1
0,34 ,1,0 ,0,540,6,0,14,0
0,42 ,1,1 ,1,636,1,0,17,1
0,,0,,0,639,1,0,20,1
0,35 ,0,0 ,0,754,1,1,18,1
0,55 ,0,0 ,0,609,0,0,21,1
1,45 ,1,1 ,0,553,1,0,9,1
0,36 ,0,0 ,0,635,3,0,15,0
1,32 ,0,0 ,0,820,2,0,14,1
0,,0,,0,545,5,0,16,1
0,40 ,0,1 ,1,675,1,0,10,1
0,39 ,1,0 ,0,683,6,0,15,0
0,47 ,1,1 ,2,653,2,0,16,0
0,49 ,1,0 ,0,674,2,0,21,1
0,38 ,1,0 ,0,641,4,0,17,1
0,50 ,0,1 ,0,498,2,0,21,1
0,39 ,1,0 ,0,511,0,0,19,1
0,47 ,1,0 ,0,743,3,1,13,1
0,53 ,0,0 ,0,540,5,0,20,1
0,46 ,0,1 ,2,750,2,0,20,1
1,45 ,1,1 ,1,610,2,0,15,1
0,39 ,0,0 ,0,409,1,1,19,1
0,65 ,1,1 ,0,582,2,0,16,1
0,38 ,1,0 ,0,624,2,1,20,1
1,48 ,1,1 ,1,675,3,0,18,1
1,45 ,0,1 ,2,579,4,0,19,0
1,56 ,0,1 ,2,695,3,0,14,0
1,34 ,1,0 ,0,614,5,0,10,0
0,49 ,0,1 ,1,533,0,2,15,1
0,44 ,0,1 ,3,635,5,0,19,0
0,46 ,1,1 ,1,684,3,1,8,1
1,53 ,0,1 ,1,558,4,1,17,1
0,55 ,1,1 ,1,732,3,0,12,0
0,40 ,1,0 ,0,615,2,1,12,0
0,38 ,0,0 ,0,577,2,0,20,0
1,41 ,0,1 ,1,736,5,0,15,1
0,33 ,0,0 ,0,567,2,0,20,0
0,55 ,0,0 ,0,695,8,0,10,0
0,67 ,1,1 ,1,468,3,0,16,1
0,32 ,1,0 ,0,517,3,0,16,1
1,50 ,0,1 ,0,700,6,0,12,1
0,38 ,0,0 ,0,548,2,0,21,0
0,44 ,1,1 ,3,517,3,0,13,1
0,44 ,1,1 ,0,687,1,1,12,0
1,49 ,1,1 ,1,548,1,0,17,1
0,36 ,0,0 ,0,527,3,0,9,1
1,36 ,1,0 ,0,776,3,1,10,1
1,21 ,0,0 ,0,577,3,0,16,1
1,55 ,0,1 ,1,553,2,0,5,1
0,29 ,0,0 ,0,427,3,0,16,1
0,35 ,0,0 ,0,758,2,2,14,1
0,34 ,0,0 ,0,526,5,0,14,1
0,43 ,0,1 ,1,634,2,0,11,1
1,41 ,1,1 ,2,760,2,0,4,1
1,44 ,0,1 ,3,617,3,0,17,1
0,40 ,1,0 ,0,328,5,0,12,0
0,45 ,1,1 ,1,668,4,0,16,0
0,53 ,0,0 ,0,507,2,0,23,0
1,43 ,1,1 ,1,677,3,1,14,1
1,43 ,1,1 ,1,553,3,0,12,0
1,33 ,0,0 ,0,791,5,0,15,1
0,43 ,1,0 ,0,466,4,0,16,1
0,44 ,0,1 ,0,544,3,0,14,0
0,30 ,1,1 ,2,574,5,1,13,1
0,50 ,1,0 ,0,690,3,1,17,1
0,38 ,1,0 ,0,620,0,2,20,1
0,59 ,0,1 ,1,763,3,0,11,0
1,46 ,0,1 ,3,631,2,1,17,1
0,40 ,0,1 ,3,728,3,1,12,1
1,54 ,0,1 ,2,672,4,0,12,1
1,49 ,0,1 ,2,400,7,0,14,1
0,,0,,0,500,4,1,13,0
0,39 ,0,0 ,0,684,1,0,18,1
0,45 ,1,0 ,0,756,6,0,15,1
1,47 ,0,1 ,1,584,3,0,16,1
0,59 ,0,1 ,2,722,1,0,15,1
0,57 ,0,1 ,1,548,2,0,21,1
0,47 ,1,1 ,0,736,7,0,24,0
1,35 ,0,1 ,0,687,3,1,13,1
0,44 ,0,0 ,0,692,2,0,17,0
0,49 ,0,0 ,0,463,3,0,13,0
0,30 ,1,1 ,1,681,2,0,14,0
0,56 ,1,1 ,3,415,2,0,12,1
0,50 ,0,0 ,0,595,1,0,19,0
0,39 ,0,0 ,0,571,3,0,11,1
1,56 ,0,1 ,3,640,4,0,20,1
0,,0,,0,564,3,1,9,1
1,57 ,0,1 ,3,595,2,0,16,1
1,57 ,1,1 ,2,762,2,0,16,0
0,43 ,1,1 ,1,695,0,0,17,0
0,58 ,1,1 ,2,601,4,0,15,1
0,37 ,1,1 ,1,632,2,0,15,1
0,38 ,1,0 ,0,649,5,0,21,1
0,38 ,0,0 ,0,597,2,0,8,0
1,44 ,0,1 ,1,634,2,2,14,1
0,32 ,1,0 ,0,635,4,0,14,1
1,45 ,1,1 ,1,453,1,1,13,1
0,29 ,1,1 ,0,606,3,1,9,1
0,53 ,0,0 ,0,546,2,0,17,0
0,51 ,1,1 ,1,666,1,1,18,1
0,44 ,1,0 ,0,554,3,0,7,1
0,66 ,0,1 ,1,425,2,0,10,0
1,38 ,0,0 ,0,625,5,0,10,1
1,38 ,0,0 ,0,604,4,0,16,1
0,24 ,0,0 ,0,378,5,0,17,1
1,40 ,0,1 ,0,627,3,0,15,0
0,70 ,1,1 ,2,595,9,0,13,1
0,62 ,0,1 ,2,747,2,0,20,1
0,,0,,0,561,5,0,20,1
1,36 ,1,0 ,0,506,4,1,17,1
0,39 ,1,0 ,0,600,4,0,20,1
1,53 ,1,1 ,2,782,3,1,11,1
0,40 ,0,1 ,0,482,2,0,10,0
1,40 ,1,0 ,0,629,3,0,17,1
0,41 ,0,0 ,0,601,3,0,17,1
0,45 ,0,1 ,1,703,2,1,20,0
1,35 ,0,0 ,0,719,3,2,24,0
0,35 ,1,1 ,2,699,1,0,10,1
0,52 ,0,1 ,2,864,4,0,15,1
1,39 ,1,0 ,0,640,4,1,20,1
0,36 ,0,0 ,0,517,3,0,16,0
0,48 ,0,1 ,1,504,1,0,21,1
0,48 ,0,0 ,0,488,3,0,16,1
0,59 ,1,0 ,0,514,1,0,13,1
1,40 ,1,1 ,1,607,4,1,15,0
0,41 ,1,0 ,0,667,0,0,22,1
1,44 ,1,1 ,3,634,4,0,16,0
0,46 ,0,1 ,0,648,1,1,16,0
1,48 ,0,1 ,2,681,3,0,7,1
0,56 ,0,0 ,0,891,4,1,13,0
1,57 ,0,1 ,2,598,4,1,15,1
0,46 ,1,1 ,3,704,3,0,16,1
0,32 ,0,0 ,0,592,2,1,10,1
0,65 ,0,0 ,0,574,3,0,11,1
0,54 ,0,1 ,1,665,0,0,17,0
1,27 ,0,1 ,1,787,3,1,14,1
1,65 ,1,1 ,1,526,2,1,16,1
0,36 ,1,0 ,0,561,6,0,17,0
0,48 ,0,1 ,2,423,2,0,11,1
1,43 ,1,1 ,2,606,3,0,19,1
0,35 ,0,0 ,0,532,3,0,12,1
0,39 ,1,0 ,0,684,3,0,15,1
1,48 ,1,1 ,2,720,0,0,15,1
0,38 ,0,0 ,0,670,4,0,21,1
0,49 ,1,1 ,2,496,2,0,17,1
0,39 ,0,0 ,0,755,4,0,14,0
0,64 ,0,1 ,1,573,0,0,12,1
1,41 ,1,1 ,2,641,1,1,12,1
0,34 ,0,0 ,0,674,4,0,13,1
0,49 ,1,0 ,0,505,2,0,12,1
0,57 ,1,0 ,0,548,2,1,15,0
0,52 ,1,0 ,0,667,0,0,10,1
0,41 ,0,1 ,0,565,0,0,19,1
0,53 ,0,1 ,1,500,6,0,19,1
0,41 ,0,1 ,1,532,6,0,14,1
0,75 ,1,1 ,1,449,2,0,14,0
0,53 ,0,0 ,0,638,4,0,15,0
0,49 ,0,1 ,2,541,3,0,16,1
1,40 ,0,1 ,1,707,6,0,8,0
0,35 ,0,0 ,0,546,5,0,12,0
0,37 ,1,0 ,0,541,3,0,11,0
0,43 ,1,1 ,1,629,2,0,13,1
0,47 ,1,0 ,0,540,1,0,16,1
1,22 ,0,1 ,1,543,2,0,18,1
0,50 ,0,0 ,0,576,5,0,12,0
0,47 ,0,1 ,0,541,0,1,20,1
1,51 ,1,0 ,0,613,5,0,9,1
0,42 ,0,1 ,1,515,1,0,11,1
0,29 ,0,0 ,0,616,1,1,13,1
0,36 ,0,0 ,0,673,1,0,14,0
1,44 ,1,1 ,1,651,2,0,15,1
0,55 ,0,1 ,1,413,3,2,14,1
1,48 ,1,1 ,1,523,1,1,21,1
0,47 ,0,1 ,0,647,6,0,19,1
0,47 ,1,1 ,1,471,5,0,14,1
0,43 ,1,1 ,3,546,1,1,18,1
1,50 ,1,1 ,2,543,7,0,14,1
1,42 ,1,1 ,2,686,2,0,13,1
1,42 ,1,1 ,3,709,5,0,18,1
1,32 ,0,0 ,0,512,2,1,18,1
1,40 ,0,1 ,2,509,2,1,19,1
1,48 ,1,1 ,1,645,3,0,21,0
1,49 ,0,1 ,2,537,3,2,13,1
0,53 ,0,1 ,1,526,2,1,17,1
1,34 ,1,0 ,0,394,5,0,19,1
0,60 ,0,0 ,0,789,2,0,18,1
0,51 ,0,1 ,2,691,7,0,20,1
0,49 ,0,1 ,0,492,3,1,13,1
0,40 ,1,1 ,1,560,4,0,12,1
0,68 ,1,1 ,1,469,4,0,15,1
1,58 ,0,1 ,1,451,4,0,13,1
0,35 ,1,0 ,0,583,1,0,15,1
0,62 ,0,1 ,2,459,3,1,15,0
0,36 ,0,0 ,0,690,1,0,13,1
0,33 ,0,0 ,0,712,2,0,15,1
1,48 ,1,1 ,2,379,1,0,11,1
0,33 ,1,0 ,0,547,2,0,18,1
0,35 ,0,0 ,0,378,6,0,14,1
0,50 ,0,1 ,2,684,2,1,15,1
0,44 ,1,1 ,1,533,3,1,15,1
0,54 ,0,1 ,1,685,5,0,12,0
0,42 ,1,1 ,1,687,2,0,20,1
0,31 ,0,0 ,0,463,4,1,12,1
1,38 ,1,0 ,0,627,4,0,9,1
0,36 ,1,0 ,0,512,3,1,14,1
0,46 ,0,1 ,1,609,6,1,17,0
1,31 ,0,0 ,0,689,1,0,17,1
0,40 ,0,1 ,1,467,2,1,13,1
1,49 ,0,1 ,2,642,2,0,19,1
0,42 ,1,0 ,0,696,2,0,13,1
1,38 ,0,0 ,0,690,3,0,17,1
0,51 ,0,0 ,0,389,2,0,17,1
0,64 ,0,1 ,2,767,4,1,28,1
0,54 ,0,1 ,2,463,1,1,19,1
0,48 ,1,1 ,0,586,5,1,15,0
0,41 ,1,1 ,2,766,4,0,22,0
0,42 ,1,1 ,2,732,4,0,12,1
0,71 ,1,0 ,0,656,2,0,13,0
1,47 ,1,1 ,3,658,7,1,16,1
0,45 ,1,1 ,1,655,7,1,20,0
0,60 ,1,0 ,0,705,4,0,11,1
1,53 ,0,1 ,1,715,6,1,17,0
0,41 ,0,0 ,0,484,2,1,9,0
0,28 ,0,0 ,0,581,3,0,13,1
0,44 ,1,1 ,0,580,4,0,15,0
0,45 ,1,1 ,1,477,6,0,14,0
0,33 ,0,0 ,0,353,2,0,20,1
0,43 ,1,0 ,0,676,2,0,15,1
0,45 ,0,1 ,1,581,2,2,8,0
0,48 ,1,0 ,0,621,0,1,6,1
0,47 ,1,1 ,0,473,5,0,15,0
0,36 ,1,0 ,0,608,4,0,17,0
0,49 ,0,1 ,2,663,3,1,24,0
0,55 ,0,0 ,0,452,9,0,15,1
1,31 ,1,1 ,2,578,4,2,11,1
0,34 ,1,0 ,0,549,5,1,17,1
1,52 ,0,1 ,2,576,8,0,19,1
0,38 ,1,0 ,0,440,2,0,11,1
0,41 ,0,1 ,1,531,2,0,9,1
0,45 ,0,1 ,2,795,2,0,12,1
0,59 ,0,1 ,1,741,2,0,13,0
0,45 ,1,0 ,0,757,3,1,15,1
0,28 ,0,0 ,0,642,2,0,19,1
0,49 ,1,1 ,2,615,3,0,13,1
0,49 ,0,1 ,2,616,3,0,13,1
1,41 ,0,0 ,0,535,4,0,17,0
0,45 ,1,1 ,1,849,0,0,16,1
0,49 ,0,1 ,2,713,2,0,13,1
0,57 ,1,0 ,0,592,4,0,8,0
1,34 ,0,0 ,0,776,4,0,17,1
0,,0,,0,575,5,1,13,1
1,50 ,0,1 ,1,576,5,2,18,1
0,44 ,1,1 ,0,547,3,0,12,1
0,61 ,0,1 ,1,598,7,0,19,1
1,22 ,1,1 ,2,471,2,2,11,1
1,47 ,0,1 ,3,688,3,0,20,1
0,55 ,0,1 ,2,629,2,0,12,1
0,35 ,0,1 ,2,581,3,0,14,0
0,63 ,0,1 ,1,496,3,0,14,1
0,45 ,0,0 ,0,482,5,0,14,1
1,40 ,0,1 ,1,667,2,0,16,1
1,37 ,1,0 ,0,627,4,0,18,0
1,24 ,1,1 ,1,504,3,0,17,1
0,56 ,0,1 ,1,754,2,0,16,1
0,59 ,0,1 ,1,731,8,0,18,1
0,47 ,0,1 ,1,466,2,0,9,1
0,46 ,1,0 ,0,614,4,0,20,1
0,58 ,0,1 ,3,592,2,0,19,1
0,66 ,1,1 ,1,514,4,0,15,1
0,28 ,1,0 ,0,417,7,0,12,1
0,44 ,1,1 ,0,419,2,0,18,0
0,27 ,0,0 ,0,553,3,1,17,0
0,35 ,0,0 ,0,677,3,0,18,0
0,50 ,0,1 ,2,617,0,0,16,1
0,61 ,0,1 ,1,650,4,0,18,0
0,51 ,0,0 ,0,498,1,0,13,1
0,45 ,1,0 ,0,631,1,1,18,1
1,41 ,0,1 ,1,605,3,1,21,1
0,53 ,0,0 ,0,625,4,0,14,0
0,61 ,0,1 ,1,433,1,0,16,1
0,52 ,0,1 ,3,744,3,0,10,1
0,36 ,0,0 ,0,284,2,0,17,1
0,44 ,1,1 ,0,594,2,0,13,1
0,38 ,0,0 ,0,523,3,0,20,1
0,47 ,0,1 ,2,756,4,0,13,1
0,37 ,1,0 ,0,595,2,1,20,1
1,46 ,1,1 ,2,528,2,0,19,1
1,19 ,1,0 ,0,615,2,2,10,1
1,53 ,0,1 ,2,810,7,0,15,1
0,19 ,0,0 ,0,572,0,1,15,1
0,,0,,0,413,5,1,25,1
0,71 ,1,1 ,2,466,4,1,16,1
0,47 ,0,1 ,0,539,4,0,16,1
0,36 ,0,0 ,0,552,1,0,13,0
0,47 ,0,0 ,0,514,5,1,18,1
0,49 ,0,1 ,3,524,3,0,12,0
0,40 ,0,1 ,2,597,2,0,19,1
0,40 ,0,1 ,1,699,2,0,15,1
0,45 ,1,1 ,2,646,3,1,14,0
1,42 ,0,0 ,0,699,4,0,16,1
0,40 ,0,0 ,0,577,2,2,9,1
0,44 ,0,1 ,1,797,4,0,11,1
0,,0,,0,472,5,1,8,1
0,36 ,0,0 ,0,491,3,0,22,1
1,41 ,1,1 ,1,631,2,1,14,1
0,33 ,1,0 ,0,655,4,0,19,1
0,,0,,0,416,3,1,20,1
0,41 ,0,1 ,0,454,2,0,19,0
0,52 ,1,1 ,1,645,5,0,17,1
0,45 ,1,0 ,0,719,2,1,8,1
0,33 ,0,0 ,0,527,3,0,17,0
0,47 ,0,1 ,1,595,4,0,4,1
0,36 ,0,1 ,0,533,1,0,8,1
0,36 ,0,0 ,0,672,1,0,15,1
0,40 ,0,1 ,2,607,3,1,17,1
0,32 ,0,0 ,0,659,3,0,16,1
0,30 ,1,0 ,0,522,4,0,11,1
0,44 ,1,1 ,1,521,2,1,16,1
0,37 ,0,0 ,0,449,3,0,21,1
0,38 ,0,0 ,0,543,1,0,17,0
1,44 ,0,1 ,2,576,4,2,20,1
0,48 ,0,1 ,2,561,6,0,21,1
0,45 ,0,1 ,2,338,6,0,15,1
0,46 ,1,0 ,0,595,0,1,12,1
1,35 ,0,0 ,0,673,1,2,8,0
0,40 ,0,1 ,2,604,1,0,16,1
0,68 ,0,1 ,1,440,2,0,5,1
0,44 ,0,1 ,3,811,1,0,9,0
0,51 ,0,1 ,1,447,3,1,14,1
0,54 ,0,1 ,3,561,3,1,17,0
0,52 ,1,0 ,0,750,4,1,16,1
0,44 ,1,1 ,1,565,5,0,13,1
0,46 ,1,0 ,0,523,2,1,17,0
0,,0,,0,508,2,0,17,1
0,40 ,0,1 ,1,769,4,1,23,1
1,55 ,0,1 ,2,655,2,0,23,1
0,50 ,0,1 ,3,637,6,0,17,1
0,45 ,0,1 ,3,608,1,0,18,1
0,41 ,1,1 ,0,493,2,0,12,1
0,43 ,1,1 ,0,385,1,1,22,1
0,57 ,0,1 ,1,530,3,0,15,1
0,50 ,1,1 ,1,603,2,1,26,1
1,63 ,0,1 ,2,676,1,1,14,1
0,55 ,1,1 ,1,634,2,1,16,0
1,49 ,1,1 ,2,670,1,1,15,1
0,73 ,1,1 ,2,574,1,0,19,1
0,58 ,0,0 ,0,727,1,1,11,1
1,48 ,0,1 ,1,657,3,0,23,1
0,42 ,1,0 ,0,603,2,0,18,1
0,52 ,1,1 ,1,528,5,0,12,1
1,34 ,1,0 ,0,740,5,0,24,0
1,40 ,1,1 ,2,435,2,0,14,1
0,48 ,0,1 ,2,591,2,0,16,1
1,32 ,1,0 ,0,795,2,1,16,1
0,35 ,0,0 ,0,366,5,0,14,1
1,34 ,1,1 ,1,692,0,1,15,0
0,49 ,1,1 ,2,885,6,1,21,1
0,38 ,0,0 ,0,636,2,0,13,1
0,54 ,0,0 ,0,585,4,0,17,1
0,36 ,0,0 ,0,552,3,0,12,1
0,48 ,1,0 ,0,710,1,0,23,1
0,31 ,1,0 ,0,622,6,2,19,1
0,,0,,0,588,5,1,10,0
0,45 ,1,0 ,0,602,3,0,12,1
0,59 ,1,1 ,2,505,2,1,5,1
0,38 ,1,0 ,0,631,1,1,12,1
0,54 ,0,1 ,1,483,5,0,17,1
0,59 ,1,1 ,2,583,5,0,14,1
1,42 ,1,1 ,2,769,3,0,19,1
1,51 ,1,1 ,2,474,1,1,9,1
0,,0,,0,718,3,0,13,1
1,46 ,1,1 ,3,656,3,0,13,1
0,42 ,0,1 ,3,471,4,0,7,1
0,40 ,1,1 ,3,410,5,0,5,1
0,27 ,1,0 ,0,682,4,0,11,1
1,43 ,1,1 ,1,651,3,0,15,0
0,62 ,0,0 ,0,702,3,0,13,1
1,45 ,0,1 ,3,654,1,0,21,0
1,41 ,0,0 ,0,549,5,0,12,1
1,45 ,1,1 ,0,579,1,0,21,1
0,36 ,1,1 ,1,662,6,0,13,0
1,37 ,0,0 ,0,577,5,3,11,1
1,44 ,1,1 ,2,614,4,0,21,1
0,38 ,1,0 ,0,656,5,0,13,0
0,61 ,0,0 ,0,650,4,0,16,1
0,37 ,1,0 ,0,647,3,2,15,1
0,37 ,0,0 ,0,635,5,0,16,1
1,50 ,1,1 ,0,733,3,0,17,1
0,63 ,0,1 ,1,502,2,0,12,1
1,47 ,1,1 ,2,557,5,1,15,1
0,57 ,0,1 ,1,754,1,0,17,1
1,38 ,0,0 ,0,595,0,0,11,1
0,43 ,1,1 ,0,722,8,0,15,0
0,47 ,1,0 ,0,718,0,0,18,1
1,51 ,0,1 ,1,473,4,0,18,1
0,41 ,0,0 ,0,576,4,0,16,1
1,32 ,1,0 ,0,596,2,1,15,1
0,52 ,1,1 ,0,654,3,0,12,0
0,57 ,0,0 ,0,604,3,0,11,0
0,24 ,1,0 ,0,606,3,0,7,0
0,46 ,0,1 ,1,944,8,0,12,0
0,40 ,1,1 ,1,544,2,0,15,1
0,45 ,1,1 ,0,539,3,0,7,1
1,46 ,1,1 ,0,672,3,0,7,1
1,53 ,0,1 ,3,772,0,0,19,1
0,34 ,1,0 ,0,700,5,0,7,1
0,46 ,1,0 ,0,716,3,0,17,1
0,27 ,0,0 ,0,602,4,0,21,1
0,72 ,0,1 ,1,506,5,0,12,0
0,55 ,1,0 ,0,757,7,0,12,1
0,45 ,1,1 ,0,625,5,1,12,1
0,48 ,0,1 ,3,434,2,0,16,0
0,38 ,0,0 ,0,743,2,0,16,1
0,43 ,1,0 ,0,563,6,0,14,1
0,69 ,0,1 ,1,657,1,1,18,1
1,45 ,1,1 ,0,614,2,2,8,1
0,44 ,1,0 ,0,559,6,0,14,1
0,19 ,0,0 ,0,457,0,0,15,1
1,27 ,1,0 ,0,785,5,1,12,1
0,45 ,0,1 ,1,743,2,0,8,0
1,45 ,0,1 ,2,590,0,0,12,1
0,30 ,0,0 ,0,649,2,0,19,1
0,45 ,1,1 ,2,465,3,1,13,0
0,35 ,1,0 ,0,732,4,0,16,1
0,31 ,0,0 ,0,580,2,0,17,1
0,42 ,0,1 ,1,602,5,0,8,1
0,44 ,1,1 ,0,663,3,0,10,1
0,56 ,0,1 ,1,565,3,0,15,1
0,54 ,1,1 ,2,776,2,0,15,1
0,62 ,1,1 ,2,533,6,0,21,1
0,46 ,0,0 ,0,480,0,0,13,1
0,56 ,0,1 ,2,761,6,0,7,1
0,53 ,0,1 ,1,821,5,1,11,1
0,69 ,1,1 ,2,705,6,0,15,1
0,39 ,0,0 ,0,482,3,1,11,1
0,50 ,0,0 ,0,468,2,0,14,1
0,44 ,1,0 ,0,563,0,0,20,1
0,46 ,0,1 ,2,454,2,1,7,1
1,53 ,1,1 ,1,652,2,0,13,1
0,44 ,0,1 ,1,600,2,1,17,1
0,48 ,0,1 ,1,716,2,0,7,1
0,46 ,0,1 ,2,426,0,0,10,1
0,50 ,0,1 ,3,598,1,0,13,1
0,43 ,1,0 ,0,673,3,1,17,1
0,51 ,1,0 ,0,461,1,0,15,0
0,33 ,0,0 ,0,418,3,0,12,0
0,46 ,0,1 ,2,674,1,0,19,1
0,54 ,0,1 ,2,585,8,0,16,1
1,46 ,0,1 ,0,558,8,1,10,1
0,49 ,0,1 ,2,620,4,0,15,1
0,37 ,0,0 ,0,526,8,0,17,0
1,46 ,1,1 ,1,608,2,1,12,1
0,39 ,1,0 ,0,735,5,0,16,1
1,48 ,1,0 ,0,445,4,0,10,1
0,39 ,0,0 ,0,599,3,0,18,1
0,40 ,0,0 ,0,658,4,0,11,1
0,24 ,0,0 ,0,783,1,1,19,0
1,58 ,1,1 ,1,325,2,0,14,1
0,40 ,0,1 ,0,440,5,0,15,1
0,49 ,0,1 ,1,669,2,0,22,1
0,39 ,1,0 ,0,711,1,0,19,0
1,32 ,1,1 ,2,617,4,0,19,1
1,41 ,1,1 ,2,510,1,2,15,1
0,23 ,0,0 ,0,518,3,0,18,1
0,50 ,0,1 ,2,573,7,0,20,0
0,47 ,1,1 ,1,669,4,0,14,1
0,49 ,1,1 ,1,490,5,0,18,1
0,46 ,0,0 ,0,655,3,0,8,0
0,34 ,0,0 ,0,656,3,0,16,1
0,39 ,0,0 ,0,589,3,1,15,1
0,44 ,1,1 ,1,432,5,0,17,1
0,44 ,1,1 ,2,628,3,0,13,0
0,73 ,0,1 ,1,476,1,0,10,1
1,44 ,0,1 ,2,517,4,0,9,1
0,45 ,0,1 ,2,699,4,0,8,1
1,47 ,0,1 ,2,568,5,2,15,1
0,48 ,0,1 ,2,397,2,1,16,0
0,46 ,1,1 ,1,586,2,0,14,1
1,38 ,1,0 ,0,658,4,1,12,1
0,51 ,1,1 ,0,574,5,0,20,0
0,43 ,0,0 ,0,457,4,0,18,0
0,50 ,1,1 ,1,625,1,1,20,1
0,52 ,0,0 ,0,582,2,0,14,1
