y,loan,mortgage,job,workyear,delinquency,period,inquire,transact,DTI
0,20200,51588,ProfExe,14,0,253.25,0,20,26.43
0,20200,153084,Other,6,0,189.29,1,16,32.01
0,20200,45088,Office,10,2,118.57,1,22,43.45
1,20200,33000,Other,1,0,123.8,2,2,40.63
0,20200,61477,Office,1,0,156.93,0,21,36.1
0,20200,51449,Office,2,0,216.22,0,12,33.33
0,20200,92792,Office,6,0,120.59,1,4,18.32
0,20200,34676,Other,1,0,112.8,0,17,22.09
0,20200,59347,ProfExe,18,0,618.74,1,24,21.67
0,20200,41479,Office,5,0,172.91,2,26,33.83
1,20200,82181,Office,41,0,105.22,3,28,52.73
0,20200,130401,ProfExe,7,0,178.94,0,38,20.33
0,20300,59809,ProfExe,15,3,263.99,0,36,26.51
0,20300,90048,ProfExe,13,0,134.94,1,25,30.24
0,20300,71387,Other,4,0,219.87,0,13,29.57
0,20300,37056,Other,9,0,223.55,0,13,40.33
0,20300,82996,Other,11,0,287.61,1,16,34.19
0,20300,36360,Other,8,0,214.97,0,12,39.26
0,20300,153896,Other,7,0,164.98,2,16,29.08
0,20300,21281,Other,22,0,219.09,2,41,37.16
1,20300,63803,ProfExe,21,4,323.81,4,28,45.88
0,20300,37388,Other,10,0,222.73,0,12,39.81
1,20300,77325,Office,19,0,166.13,4,21,40.74
1,20300,180254,ProfExe,11,0,217.13,0,25,41.56
1,20300,66667,ProfExe,9,1,174.89,2,64,40.55
0,20300,94781,ProfExe,12,0,148.66,1,24,33.18
0,20300,13838,Other,0,0,39.65,1,3,29.99
0,20400,173975,Office,12,0,198.56,0,32,40.78
0,20400,29985,ProfExe,15,0,177.59,1,20,35.55
0,20400,86559,Other,9,0,280.79,2,16,34.44
0,20400,99781,Office,23,0,265.95,2,16,33.8
0,20400,68988,Other,6,0,184.82,1,16,40.78
0,20400,153958,Other,9,0,208.19,1,15,31.13
0,20400,44746,Office,5,0,176.33,2,26,36.68
1,20400,19265,Office,5,0,177.9,1,15,35.4
0,20400,68928,Office,13,0,153.58,0,13,36.18
0,20400,38267,Office,12,1,121.45,0,22,42.21
0,20400,81823,Mgr,18,0,234.39,4,31,35.21
0,20400,132443,ProfExe,13,0,187.02,0,22,36.82
0,20400,76305,ProfExe,8,0,68.44,0,16,31.52
0,20400,83188,Mgr,25,0,321.56,1,42,37.7
0,20400,52109,Office,0,4,166.94,0,46,35.53
0,20400,41985,Other,4,0,141.03,0,14,32.93
0,20400,60393,Office,3,0,149.57,0,22,34.34
0,20500,82638,Other,12,0,176.37,1,25,37.86
0,20500,93761,ProfExe,1,0,118.28,0,20,33.7
0,20500,64123,Office,8,1,112.58,1,17,35.85
1,20500,25984,Other,28,5,248.4,0,21,17.81
0,20500,37437,Other,1,0,120.43,0,17,22.53
0,20500,86236,Other,11,0,97.86,3,14,38.7
1,20500,113963,Self,3,0,243.68,1,26,143.95
0,20500,72569,Other,0,0,305.66,3,21,31.58
0,20500,173061,Office,13,0,213.91,1,32,43.8
0,20500,47130,Office,4,0,170.93,2,26,33.58
0,20500,41899,Office,12,2,113.48,1,22,43.21
0,20500,169689,ProfExe,9,0,258.62,1,37,26.37
0,20500,67852,Office,14,0,141.01,0,14,36.61
0,20500,59969,Office,5,0,151.58,1,15,36.5
0,20500,53438,ProfExe,14,0,258.52,0,20,26.15
0,20500,183000,ProfExe,2,0,288.87,1,27,43.37
0,20500,89269,ProfExe,6,0,203.9,0,21,30.77
1,20500,52031,Other,2,3,105.53,2,33,47.36
0,20500,87892,Other,10,0,96.93,3,15,40.16
0,20500,80441,Mgr,7,0,87.45,7,23,38.5
0,20500,76620,Other,8,0,360.64,1,16,33.75
0,20500,39147,Other,11,0,202.9,0,12,38.65
1,20500,106839,Other,13,1,107.67,4,49,39.69
1,20500,85884,Other,5,0,39.99,5,16,34.07
0,20500,64113,ProfExe,16,0,634.46,1,23,19.57
0,20600,67086,Office,6,1,116.33,2,18,36.97
0,20600,91180,ProfExe,2,0,125.68,0,20,36.54
0,20600,69949,Other,3,0,218.39,0,13,30.27
0,20600,74828,Other,5,0,204.07,1,12,30.22
0,20600,69412,ProfExe,3,0,90.91,0,18,22.03
0,20600,16779,Other,24,1,228.06,0,24,27.18
0,20600,44826,Office,13,1,120.43,0,22,40.91
0,20600,124323,Office,4,1,381.03,1,51,37.17
0,20600,35530,Other,7,0,106.16,0,15,32.09
0,20600,91183,Other,12,0,113.17,3,15,41.21
1,20600,52946,Other,0,0,65.88,0,10,65.14
0,20600,62531,Office,1,0,146.84,0,21,33.95
1,20600,48500,Other,17,0,223.81,0,0,28.04
0,20600,32439,Other,0,0,302.78,1,24,35.39
0,20600,79590,Other,10,0,180.05,2,25,40.69
0,20600,138918,ProfExe,5,0,189.96,4,42,40.86
0,20600,63062,ProfExe,5,0,102.99,0,18,19.45
0,20600,147855,ProfExe,4,0,97.11,3,34,29.7
0,20600,185050,ProfExe,3,0,313.6,0,27,40.05
0,20600,114947,Office,4,0,219.34,4,24,40.54
0,20700,80124,Mgr,7,0,69.32,7,24,38.68
0,20700,110307,Office,13,1,243.32,0,24,41.34
0,20700,71408,Other,4,0,208.35,1,12,31.33
0,20700,100778,Other,8,0,194.6,1,14,39.98
0,20700,41000,Other,26,0,305.27,3,32,22.19
0,20700,48134,Other,9,0,219.41,1,21,37.76
0,20700,65959,Office,6,0,112.64,1,5,17.69
0,20700,61710,Other,2,0,114.01,0,16,40.76
0,20700,107766,Office,12,2,223.14,0,24,42.55
0,20700,72698,Other,8,0,233.6,1,13,42.63
0,20700,140776,Mgr,7,0,315.37,0,17,43.86
0,20700,69810,Other,3,0,213.73,1,13,32.87
0,20700,32817,Other,5,0,132.94,0,15,31.61
1,20800,70758,Other,0,2,107.53,3,19,33.95
1,20800,176235,Other,9,0,159.71,0,25,38.59
0,20800,155315,ProfExe,11,0,114.48,0,23,29.89
0,20800,56364,ProfExe,16,0,261.81,0,19,24.8
0,20800,77885,Mgr,4,0,50.29,7,23,38.12
0,20800,46434,Office,6,0,171.28,2,26,36
0,20800,107787,Office,7,0,214.33,3,23,41.93
0,20800,156393,Other,7,0,156.66,2,16,30.92
0,20800,51562,Office,1,4,168.31,0,47,35.23
0,20800,29503,Other,10,0,215.48,0,12,38.73
0,20800,150507,ProfExe,4,0,102.42,2,33,31.99
0,20800,107379,ProfExe,10,0,161.54,1,22,31.93
0,20800,97360,Mgr,0,0,310.23,1,20,43.22
0,20800,94806,ProfExe,6,0,103.03,1,19,21.3
0,20800,64326,Sales,6,0,407.59,0,24,22.16
0,20800,27453,Other,0,0,296.4,1,24,37.07
0,20800,63764,Office,1,0,63.25,0,23,34.6
0,20800,58440,Office,1,4,174.96,0,46,37.49
0,20800,71064,Sales,2,0,412.01,0,23,21.95
0,20800,65508,Other,1,0,308.41,3,21,29.67
0,20800,96994,Mgr,13,0,169.69,1,25,33.53
0,20800,56597,Mgr,9,0,67.69,3,27,36.06
0,20800,136884,Mgr,9,0,323.6,0,17,43.04
0,20900,30517,Other,8,0,222.04,0,12,40.42
0,20900,71972,Mgr,6,0,67.32,6,23,38.51
0,20900,111464,Office,11,1,206.68,0,25,40.07
0,20900,16174,Other,1,0,52.3,1,4,29.75
0,20900,90281,Office,6,0,123.11,1,4,20.78
0,20900,127077,ProfExe,13,0,181.65,0,22,34.59
0,20900,59228,Office,1,0,157.07,1,21,37.68
0,20900,39244,Self,5,0,120.22,1,10,26.23
0,20900,63038,Other,3,0,113.7,0,16,38.73
0,20900,45279,Office,1,0,235.4,0,12,34.57
1,20900,55000,Other,2,0,45.63,1,14,48.16
0,20900,51960,Office,2,3,179.93,0,47,37.18
0,20900,69233,Other,8,0,242.16,1,13,40.16
0,20900,60553,Office,1,0,75.56,0,22,37.41
1,20900,66575,ProfExe,13,1,107.27,7,28,28.38
1,20900,122807,Other,5,0,123.48,2,13,30.42
1,20900,61402,ProfExe,9,0,164.25,1,63,40.92
0,20900,62615,Office,5,0,177.86,1,15,36.83
0,20900,133213,Mgr,26,4,332.08,1,27,32.35
0,20900,74953,Office,7,0,124.96,1,5,18.48
0,20900,152994,ProfExe,4,0,98.51,3,34,32.31
0,20900,58299,Other,3,0,98.66,0,16,38.97
0,21000,101678,ProfExe,9,0,167.72,0,22,32.2
0,21000,81848,Other,7,0,173.79,1,24,40.06
0,21000,53572,Mgr,9,0,69.91,2,27,34.93
0,21000,94063,ProfExe,10,0,207.21,0,21,30.25
0,21000,69097,Other,9,0,237.82,1,13,40.31
0,21000,63405,Office,5,0,156.87,1,15,37.43
0,21000,133430,ProfExe,22,0,229.99,1,23,40.56
1,21000,113954,Office,2,0,97.54,13,14,33.62
1,21000,48735,Other,8,0,48.5,3,10,32.92
1,21000,69114,Other,7,1,123.4,2,20,34.53
0,21000,86545,Mgr,10,0,121.77,2,24,34.71
0,21000,64100,Other,4,0,97.63,2,30,44.89
0,21000,90267,ProfExe,7,0,160.9,0,32,37.65
0,21000,42000,Other,7,0,66.63,2,19,25.19
0,21000,87000,ProfExe,22,0,163.37,1,25,35.98
1,21000,110000,Mgr,16,2,154.2,3,30,33.53
1,21000,69231,ProfExe,8,7,116.7,1,22,41.66
1,21000,96000,Sales,0,1,116.9,1,19,48.13
1,21000,42000,Office,7,0,65.97,2,18,41
0,21000,67657,Other,5,0,225.29,1,12,31.04
0,21000,90425,ProfExe,1,0,123.97,0,20,33.56
0,21000,106011,Office,7,0,223.77,3,24,40.56
1,21000,52411,ProfExe,5,1,90.43,3,24,41.97
0,21000,94019,ProfExe,9,0,196.2,0,21,26.87
0,21000,68792,Other,7,0,174.43,1,15,38.59
0,21000,131378,ProfExe,12,0,208.61,0,21,37.1
0,21000,65205,Other,4,0,99.37,0,15,40.14
0,21100,16110,Other,24,2,207.21,1,25,28.09
0,21100,48624,Other,11,0,173.64,1,26,39.67
0,21100,55863,Mgr,10,0,74.58,2,27,36.76
0,21100,81389,Other,9,0,285.05,1,17,37.14
1,21100,72000,Office,6,2,79.17,4,29,29.56
0,21100,61427,Other,19,0,220.55,0,21,32.73
0,21100,63955,ProfExe,19,0,626.3,0,24,20.01
0,21100,91479,Office,25,0,279.47,3,16,33.08
0,21100,143487,Mgr,7,0,324.16,0,16,43.25
0,21100,78550,ProfExe,6,0,112.58,0,19,19.84
0,21200,130373,ProfExe,13,0,197.04,0,21,35.2
0,21200,85092,Other,9,1,87.65,3,14,42.14
0,21200,23088,Other,27,1,216.16,0,24,27.4
0,21200,103264,ProfExe,8,0,161.86,1,22,34.55
0,21200,109747,Office,7,0,211.81,3,24,40.39
0,21200,70096,Other,4,0,200.01,1,13,29.64
0,21200,44097,Office,12,2,123.89,1,21,40.14
1,21200,69212,ProfExe,12,1,97.23,0,22,18.11
0,21200,67272,Other,5,0,224.12,0,12,30.51
0,21200,62067,Office,13,0,143.36,0,14,36.11
1,21200,70000,Other,1,0,43.6,7,49,32.14
0,21200,84117,Other,9,0,302.21,2,16,36.19
0,21200,48273,Other,7,0,73.3,2,19,34.66
0,21200,70400,Office,14,0,135.26,0,13,38.82
0,21200,55203,Other,17,0,196.93,1,21,32.91
0,21200,63093,ProfExe,18,0,623.46,1,24,19.41
0,21200,91759,ProfExe,2,0,106.84,0,19,34.22
0,21200,113648,Office,11,1,231.02,0,24,41.56
0,21300,133942,Mgr,3,0,197.15,0,15,30.55
0,21300,58209,Other,18,0,212.93,0,22,33.03
0,21300,63263,Office,1,0,138.35,1,22,35.55
0,21300,104000,Mgr,16,0,185.7,0,26,36.58
0,21300,134578,Mgr,25,5,334.07,0,27,31.88
0,21300,56729,ProfExe,14,3,276.17,1,36,25.83
0,21300,107012,Mgr,15,0,166.08,0,26,33.36
0,21300,145324,ProfExe,5,0,199.48,5,42,39.84
0,21300,185874,ProfExe,3,0,291.82,1,26,36.99
0,21300,28463,Other,1,0,317.3,1,24,37.17
0,21300,99613,Other,8,0,217.27,1,20,38.5
0,21300,67282,Office,4,0,173.79,1,15,37.36
0,21300,101524,ProfExe,10,0,162.32,0,23,31.99
0,21300,183386,ProfExe,1,0,288.37,1,26,39.33
0,21300,72450,Other,3,0,117.21,1,29,32.66
0,21300,94642,Office,24,0,278.69,2,17,32.99
0,21300,74081,Office,9,0,200.91,1,12,31.16
0,21300,98507,Mgr,0,1,311.33,0,19,42.23
0,21300,68544,Other,3,0,101.77,2,30,32.83
0,21300,55140,Other,12,0,109.9,1,10,4.38
0,21300,143676,Mgr,8,0,313.19,0,17,43.65
0,21300,66573,Office,7,0,98.89,1,18,34.96
1,21300,103989,Other,9,0,135.23,3,20,44.38
0,21400,88147,Self,3,0,213.23,2,27,33.1
0,21400,77794,Other,10,0,187.37,1,24,38.19
0,21400,96016,Mgr,14,0,169.02,2,25,35.61
0,21400,134041,ProfExe,6,0,172.03,0,38,19.64
0,21400,85609,Mgr,24,1,306.18,0,43,39.92
1,21400,166244,ProfExe,4,7,183.55,4,24,38.15
1,21400,104657,Other,7,0,149.25,2,20,46.31
0,21400,75563,Other,13,0,248.65,2,13,42.18
0,21400,53071,Office,1,4,173.58,0,47,37.82
0,21400,113053,Office,11,2,219.15,0,24,41.82
0,21400,90912,Self,3,0,221.52,2,26,34.89
0,21400,44573,Other,8,0,139.88,1,28,37.83
0,21400,49459,Other,25,0,314.64,2,32,35.98
0,21400,64378,ProfExe,18,0,627.7,1,23,20.69
0,21400,92241,Other,11,0,81.45,3,15,41.4
0,21400,7259,Other,10,0,62.26,2,18,41.58
0,21400,41671,Other,6,0,122.15,0,15,31.61
0,21400,70112,Other,4,0,109.78,1,29,35.63
0,21400,143151,Mgr,7,0,314.98,0,17,43.1
0,21400,128095,ProfExe,6,0,180.42,0,38,17.5
1,21400,95147,Office,7,5,206.13,1,18,36.24
0,21500,100727,ProfExe,11,0,153.22,1,23,34.97
1,21500,84048,ProfExe,10,1,122.29,1,30,49.38
0,21500,9579,Other,7,0,58.12,2,19,42.49
0,21500,107799,Mgr,16,0,195.49,0,25,32.38
0,21500,110712,Office,6,0,212.6,4,24,43.31
0,21500,141688,Mgr,8,0,311.43,0,16,44.59
0,21500,25984,Other,1,0,305.85,1,25,36.6
0,21500,129361,Mgr,3,0,199.22,0,15,30.41
0,21500,135899,ProfExe,18,0,227.35,1,24,42.66
0,21500,96993,ProfExe,20,0,173.34,0,25,39.86
0,21500,125451,ProfExe,13,0,205.28,0,22,36.89
0,21500,90000,Other,24,0,243.5,1,27,34.54
0,21500,18875,Other,27,0,304.37,1,13,28.17
0,21500,153783,ProfExe,10,0,105.36,0,23,31.79
0,21500,71636,Office,13,0,135.94,0,13,37.87
0,21500,30546,Other,1,0,319.78,1,25,33.45
0,21500,47451,Other,12,0,159.36,1,24,38.47
0,21500,94310,ProfExe,22,0,170.2,0,25,39.57
0,21500,90321,ProfExe,2,0,128.64,0,20,34.28
0,21500,35300,Other,25,0,261.87,1,7,27.05
0,21500,10193,Office,10,0,247.81,0,22,39.15
0,21500,67377,Office,5,0,158.64,1,15,37.75
0,21500,58646,Other,17,0,196.81,1,22,31.7
1,21600,144276,Mgr,0,4,313.43,2,18,37.97
0,21600,30022,Other,0,0,312.2,1,25,35.38
0,21600,45421,Office,2,1,230.24,0,11,33.46
0,21600,105654,Mgr,16,0,193.05,0,25,33.6
0,21600,77139,Other,11,0,358.43,0,17,33.17
0,21600,36777,Office,11,2,121.49,0,22,41.14
0,21600,105759,Office,11,2,213.03,0,24,40.9
0,21600,61797,ProfExe,14,2,267.89,0,35,26.09
0,21600,86967,Office,8,0,111.07,1,5,19.43
0,21600,70832,Office,13,0,136.4,0,14,37.58
0,21600,41105,Other,25,0,303.23,3,32,35.25
0,21600,152639,ProfExe,14,0,127.78,0,24,29.15
0,21600,106308,Other,8,0,199.1,1,19,39.14
0,21600,66711,Office,13,0,145.94,0,14,37.11
0,21600,59219,ProfExe,18,0,626.77,1,23,21.24
0,21600,108923,ProfExe,9,0,162.45,0,23,33.42
0,21600,63272,Other,11,1,303.43,0,19,22.85
1,21600,154991,Self,7,4,165.6,0,43,38.01
0,21600,43449,Office,11,1,121.95,1,22,40.92
0,21600,93937,ProfExe,23,0,156.67,0,25,40.19
0,21600,94477,ProfExe,8,0,205.02,0,20,26.8
0,21700,58363,Other,5,0,104.17,0,16,38.19
0,21700,56822,Mgr,10,0,70.69,3,28,36.61
0,21700,70252,Other,11,0,356.89,1,16,30.18
0,21700,62506,ProfExe,18,1,615.13,0,24,21.97
0,21700,8606,Office,7,0,257.12,0,21,38.74
0,21700,60792,Other,5,0,62.86,1,17,40.32
0,21700,29258,Other,0,0,300.68,1,24,35.7
0,21700,79240,Mgr,5,0,64.51,6,24,38.08
0,21700,45640,Other,25,0,293.76,1,32,34.29
0,21700,24771,Other,0,0,309.03,1,24,33.88
0,21700,29500,ProfExe,14,0,185.68,1,19,37.75
1,21700,92382,Mgr,13,5,249.24,1,24,29.37
0,21700,69000,Mgr,2,0,232.07,5,24,35.34
0,21700,93025,ProfExe,5,0,166.18,0,32,32.78
0,21700,93868,ProfExe,22,0,153.68,0,25,39.53
0,21700,47024,ProfExe,10,0,177.6,1,41,37.13
0,21700,45697,Office,5,0,166.87,1,27,36.41
0,21700,20627,Other,26,2,199.99,0,25,27.12
0,21700,91637,Mgr,10,0,131.88,1,23,30.96
0,21700,59947,Office,0,0,154.55,1,21,34.77
0,21700,88313,Other,11,0,89.84,3,14,39.1
0,21700,128841,ProfExe,4,0,165.31,0,37,20.34
0,21700,72180,Other,2,0,115.53,1,29,33.46
0,21700,188525,ProfExe,0,0,301.52,0,26,37.34
1,21700,24984,Other,26,6,238.37,1,20,16.4
0,21700,187311,ProfExe,2,0,270.48,0,27,39
1,21800,21000,ProfExe,20,0,256.7,1,19,34.35
0,21800,32335,Self,3,0,115.13,1,10,26.93
0,21800,48139,Other,13,0,112,1,9,4.14
0,21800,90065,Self,3,0,212.7,1,26,34.85
0,21800,80092,Mgr,5,0,73.32,7,24,37.14
0,21800,77154,ProfExe,8,0,114.54,1,19,21.83
0,21800,82817,Other,8,0,190.09,1,24,40.75
0,21800,67305,Other,10,1,245.09,1,14,41.57
0,21800,63840,Other,6,1,300.84,0,18,39.42
0,21800,48162,Office,2,0,227.99,0,12,36.06
1,21800,99753,ProfExe,15,2,286.1,3,26,27.56
0,21800,107271,Mgr,15,0,187.3,0,26,31.56
0,21800,96709,Self,3,0,218.73,2,27,35.87
0,21800,133812,ProfExe,6,0,169.77,0,37,20.06
0,21800,41582,Other,25,0,308.74,2,32,34.37
0,21800,74722,Other,11,0,304.74,0,18,36.71
1,21800,76324,Office,6,1,61.64,4,29,41.03
0,21900,147638,ProfExe,13,0,100.78,1,23,29.53
0,21900,53598,ProfExe,10,1,191.55,1,42,40.49
0,21900,82169,Sales,5,0,402.09,0,23,21.99
0,21900,63967,Office,10,0,107.45,2,19,36.18
0,21900,91327,ProfExe,9,0,201.69,0,21,30.02
0,21900,91767,ProfExe,8,0,207.65,0,21,28.22
0,21900,104379,Other,10,0,171.32,1,27,38.01
0,21900,51861,ProfExe,10,0,188.98,0,42,39
1,21900,52735,ProfExe,5,1,217.02,6,23,34.02
0,21900,62387,ProfExe,15,3,281.06,1,36,26.03
0,21900,66859,Office,7,1,116.53,1,18,38.88
0,21900,10421,Other,8,0,61.29,2,19,40.02
1,21900,108000,Other,13,0,260.77,1,22,31.57
0,21900,61468,Office,5,0,166.61,1,16,38.2
0,21900,53458,ProfExe,10,0,192.89,1,42,40.96
0,21900,61423,Office,7,1,125.52,1,17,37.01
0,21900,70152,Other,9,0,367.54,0,17,32.69
0,21900,61838,Office,5,0,171.58,1,16,37.8
0,21900,148955,ProfExe,6,0,93.93,3,34,30.32
0,21900,78276,Other,9,0,308.6,0,18,39.23
0,21900,94320,ProfExe,12,0,208.24,0,20,29.19
0,21900,105787,ProfExe,8,0,145.38,0,22,32.33
0,22000,142072,ProfExe,6,0,162.54,5,42,41.27
0,22000,36738,Other,6,0,138.94,0,14,30.78
0,22000,71664,Mgr,9,0,191.31,1,19,34.92
0,22000,48041,Other,12,0,96.34,0,10,5.23
0,22000,69594,Office,9,0,120.53,2,4,20.18
0,22000,15774,Other,27,1,213.41,0,24,25.58
0,22000,54010,ProfExe,1,0,192.73,0,26,37.57
0,22000,64000,ProfExe,8,1,133.27,4,26,32.76
0,22000,48000,Mgr,6,0,262.73,2,26,22.24
0,22000,71858,Other,18,0,201.87,1,13,39.12
1,22000,82000,ProfExe,3,0,117.77,6,23,40.03
1,22000,74200,ProfExe,1,0,317.53,4,42,34.99
1,22000,96127,Mgr,24,2,301.3,3,36,38.36
1,22000,92000,Office,4,12,218,1,39,40
1,22000,124000,Sales,1,7,130.3,2,55,30.65
0,22000,81668,Other,8,0,285.14,1,16,37.42
0,22000,76367,Other,20,0,202.58,1,13,38.72
0,22000,88898,Mgr,12,0,115.83,2,24,31.11
0,22000,143355,ProfExe,6,0,174.85,3,43,42.22
0,22000,70139,Other,2,0,97.91,2,29,32.52
0,22000,188982,ProfExe,2,0,294.96,0,26,36.43
0,22000,53212,Other,20,0,218.48,1,21,32.86
0,22000,61251,Office,0,0,145.49,0,21,34.35
0,22000,61042,ProfExe,17,0,638.28,1,23,21.46
0,22100,69697,Mgr,13,0,164.78,0,28,36.28
0,22100,92724,Mgr,11,0,122.27,1,24,30.84
0,22100,84114,Other,8,0,161.76,1,15,36.71
0,22100,95351,Other,25,0,233.75,1,27,41.52
0,22100,60396,Office,8,0,97.02,1,17,35.68
0,22100,57018,Other,12,0,108.75,1,10,7.39
0,22100,24000,Other,14,0,109.57,2,25,34.09
0,22100,73053,Mgr,9,1,293.23,2,29,35.15
1,22100,57000,Other,7,0,187.52,0,0,37.5
0,22100,86148,Other,11,0,89.16,2,14,40.68
0,22100,132417,ProfExe,4,0,180.04,0,37,21.24
0,22100,57791,Office,9,0,128.16,1,4,18.88
0,22100,33435,Self,4,0,134,2,10,24.02
0,22100,45993,Other,8,1,60.46,2,18,34.78
0,22100,36084,Other,25,0,257.85,0,6,24.53
0,22200,138584,ProfExe,5,0,195.63,4,43,41.21
0,22200,45148,Other,24,0,275.6,1,7,23.46
0,22200,76660,Other,10,0,288.46,0,18,37.75
0,22200,125703,Office,3,0,374.21,1,51,37.58
0,22200,138121,ProfExe,22,0,240.7,1,24,40.62
0,22200,102345,ProfExe,11,0,169.09,0,22,34.47
0,22200,72293,Other,8,1,242.22,2,13,42.77
0,22200,93947,Self,2,0,205.03,2,26,34.94
0,22200,57458,ProfExe,18,0,628.16,1,24,20.5
0,22200,98624,ProfExe,5,0,207.29,0,20,29.22
0,22200,64809,ProfExe,17,0,639.06,0,24,22.61
0,22200,67626,Other,4,0,203.96,0,12,31.53
0,22200,9709,Other,0,0,28.52,1,3,29.6
0,22200,137889,Mgr,6,0,317.36,0,17,44.97
0,22300,65022,Office,8,0,117.16,2,18,38.35
0,22300,52322,Office,2,4,174.54,0,47,36.85
0,22300,61747,Other,1,0,311.66,3,20,29.91
0,22300,69002,Office,8,0,96.34,2,17,35.76
0,22300,24622,Other,28,0,316.7,1,12,30.68
1,22300,78309,Office,9,1,152.73,2,20,34.54
1,22300,75600,Mgr,5,1,64.93,2,28,45.88
1,22300,71800,Sales,0,0,220.13,1,26,47.45
0,22300,72814,Other,10,0,367.25,1,16,30.33
0,22300,34326,Other,6,0,141.68,0,14,30.47
0,22300,21571,Other,25,0,297.67,1,13,33.12
0,22300,59809,Office,2,0,161.4,1,22,36.17
0,22300,101738,Other,9,0,171.06,1,26,38.72
0,22300,93305,ProfExe,21,0,176.42,0,25,40.47
0,22300,60513,ProfExe,15,3,291.62,1,35,27.71
0,22300,89591,ProfExe,23,0,157.65,0,24,41.86
0,22300,82093,ProfExe,5,0,96.64,1,18,22.2
0,22300,133995,Mgr,2,0,181.15,0,15,28.9
0,22400,103000,Mgr,10,0,187.73,5,18,35.05
0,22400,74553,Other,18,0,206.58,1,12,40.85
0,22400,38669,Other,6,0,125.24,0,14,32.78
0,22400,135912,Mgr,7,0,316.99,0,17,45.01
0,22400,98238,ProfExe,6,0,194.28,0,20,29.37
0,22400,65502,Office,14,0,141.81,0,13,36.22
0,22400,52597,Office,2,0,224.24,0,12,33.82
0,22400,72866,Mgr,5,0,75.96,7,23,37.51
0,22400,127967,Office,1,0,377.86,1,52,36.44
0,22400,130184,ProfExe,6,0,173.64,0,39,19.64
0,22400,93140,Other,23,0,232.86,0,27,39.74
0,22400,40605,ProfExe,9,0,276.28,0,19,39.73
0,22400,80226,Other,5,0,186.63,1,24,38.94
0,22400,89985,Mgr,11,0,111.98,2,24,30.99
0,22400,71051,Office,14,0,137.19,0,14,36.12
1,22400,51470,Mgr,9,0,31.17,2,8,37.95
0,22400,62354,Office,3,0,163.06,1,16,37.17
0,22400,69774,Mgr,2,0,248.39,5,23,40.96
1,22400,15765,Other,0,3,117.67,0,12,53.39
0,22400,95539,Mgr,9,0,140.7,1,24,31.87
1,22400,25585,ProfExe,20,0,251.36,0,19,25.2
0,22400,91402,ProfExe,2,0,132.22,0,20,35.68
1,22400,58864,Office,10,1,150.36,2,20,35.24
0,22400,106561,Mgr,15,0,186.63,0,25,33.43
0,22400,79022,Other,11,0,179.46,2,25,38.31
0,22400,16630,Other,25,1,199.74,0,24,27.03
0,22400,32665,Other,13,0,101.76,1,25,31.47
0,22400,47687,Office,6,0,174.56,2,27,36.22
0,22400,83990,Other,9,0,175.41,1,25,39.97
0,22400,37726,Other,9,0,219.49,0,12,41.15
0,22400,81617,Other,9,0,289.52,1,16,35.51
0,22400,71784,Other,6,1,239.9,2,14,42.82
0,22400,18371,Other,1,0,37.24,2,3,29.48
0,22500,44228,Other,24,0,256.29,1,6,26.85
0,22500,127709,Office,1,0,367.19,1,51,37.89
0,22500,74267,Other,10,0,174.69,1,20,34.61
0,22500,62137,Office,4,0,187.17,1,16,37.46
0,22500,52000,Other,7,0,232.33,1,20,21.68
0,22500,65661,Other,10,0,89.3,1,13,30.08
1,22500,60700,Self,13,0,145.07,6,29,31.21
0,22500,57762,Office,3,0,151.72,1,21,34.86
0,22500,48405,Other,14,0,94.93,1,9,4.03
0,22500,76493,Other,11,1,235.54,2,13,43.06
0,22500,96170,Mgr,10,0,118.15,1,24,33.2
0,22500,40884,ProfExe,8,0,270.26,0,18,39.95
0,22500,73567,Other,2,0,111.4,1,30,33.52
0,22500,87361,ProfExe,24,0,146.3,0,25,39.88
0,22500,75010,Mgr,9,1,294.3,1,28,30.61
0,22500,75525,ProfExe,7,0,97.54,1,19,19.47
0,22500,136086,Mgr,26,4,329.41,1,27,33.03
0,22600,133264,ProfExe,6,0,190.25,0,37,19.97
0,22600,59050,ProfExe,0,0,195.08,0,26,33.4
0,22600,91177,Other,24,0,251.58,1,26,42.08
0,22600,96485,Mgr,9,0,112.84,2,24,31.87
0,22600,142117,ProfExe,5,0,200.83,4,42,41.01
0,22600,72522,Other,2,0,99,2,30,35.26
0,22600,63363,Office,3,0,174.33,1,15,38.74
0,22600,76020,Other,12,0,146.06,1,22,16.38
0,22600,84528,Other,9,1,316.1,0,18,38.14
0,22600,233000,Self,6,0,244.53,3,51,32.99
1,22600,69675,Other,16,6,240.43,0,30,37.15
1,22600,155056,Mgr,0,0,253.6,0,27,33.29
1,22600,78975,Mgr,11,0,259.32,1,14,27.74
0,22600,109808,Mgr,9,0,195.46,4,18,40.21
0,22600,31933,Self,4,0,133.45,1,11,24.2
0,22600,65015,Other,6,0,84.23,1,12,28.45
0,22600,41920,Office,5,0,178.79,1,26,36.1
0,22600,87520,Other,8,1,298.82,0,18,38.2
0,22600,239115,Self,5,0,244.18,2,50,36.7
0,22600,34226,ProfExe,9,0,277.85,0,18,38.01
0,22600,75465,Other,10,0,299.96,0,18,39.1
0,22600,61503,ProfExe,17,0,622.36,1,24,21.69
